province_id,longitude,latitude,is_hole
2,77.197,35.52,False
2,76.758,35.663,False
2,76.567,35.926,False
2,76.17,35.82,False
2,75.94,36.071,False
2,76.06,36.233,False
2,75.867,36.665,False
2,75.451,36.726,False
2,75.4,36.957,False
2,74.496,37.068,False
2,74.506,37.242,False
2,74.886,37.222,False
2,75.15,37.41,False
2,74.869,37.605,False
2,75.015,37.782,False
2,74.694,38.425,False
2,74.121,38.641,False
2,73.924,38.54,False
2,73.745,38.731,False
2,73.843,39.0,False
2,73.487,39.378,False
2,73.957,39.6,False
2,73.834,39.781,False
2,73.937,40.032,False
2,74.9,40.338,False
2,74.838,40.524,False
2,75.224,40.444,False
2,75.582,40.661,False
2,75.701,40.28,False
2,76.272,40.439,False
2,76.34,40.339,False
2,76.87,41.025,False
2,77.588,40.992,False
2,78.124,41.227,False
2,78.161,41.382,False
2,80.169,42.039,False
2,80.259,42.829,False
2,80.6,42.893,False
2,80.38,43.026,False
2,80.807,43.176,False
2,80.396,44.11,False
2,80.41,44.609,False
2,79.887,44.915,False
2,81.773,45.386,False
2,81.923,45.229,False
2,82.56,45.204,False
2,82.543,45.421,False
2,82.258,45.617,False
2,83.031,47.223,False
2,83.916,46.973,False
2,84.759,47.005,False
2,84.945,46.863,False
2,85.534,47.05,False
2,85.699,47.286,False
2,85.583,48.19,False
2,85.787,48.418,False
2,86.588,48.542,False
2,86.851,49.108,False
3,123.821,46.289,False
3,124.004,46.16,False
3,124.008,45.748,False
3,124.392,45.438,False
3,124.916,45.54,False
3,125.069,45.378,False
3,125.348,45.387,False
3,125.625,45.522,False
3,125.993,45.16,False
3,126.567,45.251,False
3,126.954,45.135,False
3,127.088,44.943,False
3,127.043,44.565,False
3,127.552,44.572,False
3,127.477,44.4,False
3,127.778,44.07,False
3,128.095,44.133,False
3,128.044,44.348,False
3,128.366,44.512,False
3,128.872,43.538,False
3,129.218,43.585,False
3,129.248,43.817,False
3,129.932,44.026,False
3,130.072,43.832,False
3,130.346,44.048,False
3,130.406,43.649,False
3,130.855,43.436,False
3,131.313,43.496,False
3,131.138,42.934,False
3,130.395,42.727,False
3,130.585,42.67,False
3,130.64,42.421,False
3,130.258,42.706,False
3,130.263,42.904,False
3,129.899,43.005,False
3,129.704,42.427,False
3,129.344,42.452,False
3,128.915,42.01,False
3,128.029,41.997,False
3,128.311,41.6,False
3,128.109,41.361,False
3,127.256,41.478,False
3,126.925,41.811,False
3,126.608,41.673,False
3,126.529,41.353,False
3,126.019,40.9,False
3,125.577,40.89,False
3,125.786,41.165,False
3,125.311,41.675,False
3,125.287,41.962,False
3,125.484,42.134,False
3,125.3,42.144,False
3,124.866,42.789,False
3,124.89,43.128,False
3,124.449,42.821,False
3,124.277,43.227,False
3,123.788,43.488,False
3,123.413,43.407,False
3,123.298,43.548,False
3,123.533,43.647,False
3,123.119,44.507,False
3,122.266,44.254,False
3,122.039,44.897,False
3,122.233,45.274,False
3,121.943,45.709,False
3,121.638,45.751,False
3,121.807,46.024,False
3,122.253,45.793,False
3,122.44,45.915,False
3,122.736,45.703,False
3,122.787,46.071,False
3,123.216,46.269,False
3,123.821,46.289,False
4,129.958,43.007,False
4,129.957,43.007,False
4,129.957,43.008,False
4,129.958,43.007,False
5,129.904,43.006,False
5,129.902,43.006,False
5,129.905,43.007,False
5,129.904,43.006,False
6,130.002,42.984,False
6,130.002,42.978,False
6,129.998,42.984,False
6,130.002,42.984,False
7,129.888,43.0,False
7,129.887,43.0,False
7,129.889,43.001,False
7,129.888,43.0,False
8,129.888,42.999,False
8,129.886,42.999,False
8,129.888,43.0,False
8,129.888,42.999,False
9,130.003,42.976,False
9,130.003,42.976,False
9,130.006,42.977,False
9,130.003,42.976,False
10,130.007,42.976,False
10,130.01,42.971,False
10,130.0,42.972,False
10,130.005,42.976,False
10,130.007,42.976,False
11,130.031,42.969,False
11,130.029,42.97,False
11,130.031,42.97,False
11,130.031,42.969,False
12,130.011,42.972,False
12,130.01,42.972,False
12,130.011,42.972,False
12,130.011,42.972,False
13,130.025,42.969,False
13,130.023,42.969,False
13,130.025,42.97,False
13,130.025,42.969,False
14,130.013,42.971,False
14,130.013,42.971,False
14,130.013,42.971,False
14,130.013,42.971,False
15,130.013,42.971,False
15,130.013,42.971,False
15,130.013,42.971,False
15,130.013,42.971,False
16,130.015,42.971,False
16,130.015,42.97,False
16,130.014,42.971,False
16,130.015,42.971,False
17,130.014,42.97,False
17,130.014,42.97,False
17,130.014,42.971,False
17,130.014,42.97,False
18,129.903,42.98,False
18,129.902,42.979,False
18,129.902,42.98,False
18,129.903,42.98,False
19,129.882,42.979,False
19,129.882,42.979,False
19,129.881,42.979,False
19,129.882,42.979,False
20,130.268,42.888,False
20,130.256,42.89,False
20,130.261,42.902,False
20,130.268,42.888,False
21,129.866,42.972,False
21,129.865,42.972,False
21,129.866,42.972,False
21,129.866,42.972,False
22,129.864,42.972,False
22,129.863,42.971,False
22,129.863,42.971,False
22,129.864,42.972,False
23,130.267,42.896,False
23,130.267,42.894,False
23,130.266,42.897,False
23,130.267,42.896,False
24,130.271,42.892,False
24,130.269,42.891,False
24,130.268,42.894,False
24,130.271,42.892,False
25,130.268,42.88,False
25,130.255,42.87,False
25,130.267,42.885,False
25,130.268,42.88,False
26,130.269,42.876,False
26,130.267,42.876,False
26,130.269,42.878,False
26,130.269,42.876,False
27,130.266,42.871,False
27,130.265,42.871,False
27,130.266,42.871,False
27,130.266,42.871,False
28,130.266,42.87,False
28,130.264,42.87,False
28,130.265,42.871,False
28,130.266,42.87,False
29,130.261,42.87,False
29,130.26,42.87,False
29,130.261,42.87,False
29,130.261,42.87,False
30,130.258,42.865,False
30,130.254,42.862,False
30,130.259,42.866,False
30,130.258,42.865,False
31,130.252,42.863,False
31,130.252,42.862,False
31,130.252,42.863,False
31,130.252,42.863,False
32,130.252,42.862,False
32,130.252,42.861,False
32,130.252,42.862,False
32,130.252,42.862,False
33,130.244,42.853,False
33,130.255,42.842,False
33,130.247,42.832,False
33,130.244,42.853,False
34,129.843,42.92,False
34,129.844,42.919,False
34,129.843,42.919,False
34,129.843,42.92,False
35,130.245,42.835,False
35,130.244,42.835,False
35,130.245,42.836,False
35,130.245,42.835,False
36,130.245,42.835,False
36,130.245,42.834,False
36,130.245,42.835,False
36,130.245,42.835,False
37,130.247,42.834,False
37,130.246,42.832,False
37,130.247,42.835,False
37,130.247,42.834,False
38,129.839,42.91,False
38,129.839,42.91,False
38,129.839,42.91,False
38,129.839,42.91,False
39,130.245,42.831,False
39,130.243,42.832,False
39,130.244,42.835,False
39,130.245,42.831,False
40,130.25,42.832,False
40,130.245,42.814,False
40,130.243,42.811,False
40,130.241,42.823,False
40,130.25,42.832,False
41,130.242,42.832,False
41,130.241,42.832,False
41,130.241,42.833,False
41,130.242,42.832,False
42,130.241,42.827,False
42,130.237,42.826,False
42,130.241,42.832,False
42,130.241,42.827,False
43,130.243,42.829,False
43,130.242,42.829,False
43,130.242,42.83,False
43,130.243,42.829,False
44,129.843,42.895,False
44,129.843,42.895,False
44,129.843,42.895,False
44,129.843,42.895,False
45,130.247,42.819,False
45,130.245,42.819,False
45,130.246,42.821,False
45,130.247,42.819,False
46,130.238,42.816,False
46,130.237,42.816,False
46,130.238,42.817,False
46,130.238,42.816,False
47,130.238,42.814,False
47,130.241,42.809,False
47,130.239,42.805,False
47,130.238,42.814,False
48,130.238,42.816,False
48,130.238,42.816,False
48,130.239,42.816,False
48,130.238,42.816,False
49,129.843,42.886,False
49,129.84,42.886,False
49,129.842,42.889,False
49,129.843,42.886,False
50,130.243,42.809,False
50,130.24,42.807,False
50,130.242,42.811,False
50,130.243,42.809,False
51,129.844,42.879,False
51,129.84,42.884,False
51,129.844,42.883,False
